YEAR,MO,DY,T2MDEW,T2M,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,QV2M,RH2M,PRECTOTCORR
2001,9,14,22.15,24.78,23.47,25.27,-268.7,27.26,22.81,100.83,3.93,4.72,3.41,1.31,225.31,4.9,16.6,85.69,0.79
2001,9,15,22.25,24.69,23.47,25.15,-269.58,26.84,23.27,100.85,4.28,5.34,3.33,2.01,216.06,5.34,16.72,86.5,1.13
2001,9,16,22.12,25.17,23.65,25.62,-268.27,28.01,23.12,100.94,2.99,4.08,1.81,2.27,221.12,3.62,16.6,83.81,0.75
2001,9,17,22.4,24.98,23.69,25.4,-269.8,27.08,23.73,100.89,3.85,4.56,2.56,2,220.56,4.7,16.85,85.81,0.79
2001,9,18,22.26,24.33,23.3,24.62,-271.02,25.62,23.51,100.94,3.8,5.25,2.34,2.92,233.19,4.76,16.72,88.38,3.72
2001,9,19,21.81,24.69,23.25,25.01,-269.74,26.7,23.29,100.98,4.66,6.3,3.4,2.9,204.06,5.84,16.24,84.25,3.64
2001,9,20,21.32,25.12,23.22,25.76,-268.76,27.65,23.26,101.01,3.25,3.95,2.81,1.13,213.69,3.99,15.75,79.88,0.24
2001,9,21,21.85,24.66,23.26,25.09,-269.9,26.71,23.46,100.94,4.06,5.45,3.14,2.31,223.38,5,16.3,84.44,2
2001,9,22,21.97,24.8,23.38,25.08,-269.93,26.88,23.66,100.89,5.13,6.44,4.19,2.25,216,6.45,16.42,84.38,3.34
2001,9,23,21.41,24.87,23.14,25.32,-269.62,26.99,23.46,100.97,4.6,5.55,3.59,1.95,211.12,5.75,15.87,81.38,2.28
2001,9,24,21.9,24.99,23.45,25.43,-268.9,27.42,23.17,100.98,4.36,5.68,3.64,2.04,229.56,5.4,16.36,83.25,3.92
2001,9,25,21.87,23.83,22.85,24.2,-271.91,24.49,23.25,101.01,6.36,7.66,4.82,2.84,229.19,7.85,16.3,88.69,6.09
2001,9,26,21.72,24.42,23.07,24.78,-269.52,26.53,22.9,101.05,4.42,5.25,3.66,1.59,216.88,5.62,16.11,85.06,1.38
2001,9,27,22.02,24.87,23.44,25.4,-268.5,27.55,22.9,100.96,3.8,4.44,3.15,1.29,219.06,4.69,16.48,84.5,2.07
2001,9,28,22.3,24.89,23.59,25.38,-269.56,27.1,23.51,100.94,4.2,4.52,3.73,0.79,222.5,5.19,16.72,85.69,3.22
2001,9,29,22.14,25.09,23.62,25.69,-269.11,27.42,23.38,100.96,3.62,4.21,2.98,1.23,214.06,4.48,16.6,83.94,2.16
2001,9,30,22.43,25.13,23.78,25.74,-269.07,27.62,23.54,101.02,3.72,4.23,3.36,0.86,220.88,4.55,16.85,85.25,2.28
2001,10,1,22.44,25.06,23.76,25.55,-269.47,27.3,23.62,101.05,3.81,4.24,3.29,0.96,212.19,4.7,16.91,85.62,1.82
2001,10,2,22.43,25.3,23.86,25.8,-268.95,27.73,23.52,101.04,3.75,4.34,3.11,1.23,215.06,4.64,16.85,84.5,1.1
2001,10,3,22.54,25.41,23.98,25.95,-269.05,27.86,23.76,101.05,4.33,5.1,3.68,1.42,217.94,5.34,16.97,84.44,0.44
2001,10,4,22.57,25.39,23.98,25.94,-269.07,27.69,23.62,101.03,4.11,4.88,3.42,1.46,221.5,5.05,17.03,84.69,0.75
2001,10,5,22.4,25.09,23.75,25.42,-270.53,26.62,24.01,101.09,3.54,4.32,3.03,1.29,214,4.42,16.85,85.12,1.22
2001,10,6,22.53,25.29,23.9,25.6,-269.85,27.19,23.89,101.03,2.56,3.26,1.93,1.33,211.69,3.16,16.97,85,0.98
2001,10,7,22.9,25.68,24.29,26.19,-269.17,27.91,23.93,100.93,3.75,4.9,2.6,2.3,204.31,4.61,17.4,84.88,0.67
2001,10,8,22.74,25.77,24.26,26.26,-269.97,27.69,24.51,100.84,3.34,3.74,2.95,0.79,199.75,4.16,17.21,83.56,0.3
2001,10,9,22.84,25.99,24.42,26.55,-269.19,28.35,24.39,100.81,3.34,3.84,2.59,1.25,203.5,4.1,17.33,83.12,0.38
2001,10,10,22.76,26.3,24.53,26.91,-268.35,29.1,24.3,100.79,3.31,4.22,2.23,1.99,213.12,4,17.27,81.38,0.21
2001,10,11,23.08,26.2,24.64,26.7,-269.02,28.62,24.49,100.86,3.88,4.59,3.38,1.21,221.19,4.75,17.58,83.25,1.61
2001,10,12,23.19,26.02,24.6,26.62,-269.27,28.42,24.54,100.84,4.11,5.07,3.56,1.51,214.56,5.02,17.7,84.69,1.09
2001,10,13,23.33,26.17,24.75,26.71,-269.19,28.49,24.53,100.82,3.75,4.15,3.4,0.74,217.94,4.64,17.88,84.69,4.2
2001,10,14,23.36,26.18,24.76,26.58,-269.56,28.24,24.65,100.76,3.33,3.83,2.72,1.11,218.44,4.12,17.88,84.75,2.54
2001,10,15,23.12,26.19,24.65,26.54,-269.11,28.59,24.55,100.79,3.47,4.38,2.25,2.12,219.62,4.29,17.64,83.62,1.63
2001,10,16,23.01,26.15,24.58,26.5,-268.71,28.82,24.38,100.9,3.19,3.83,2.03,1.8,207,3.95,17.52,83.31,2.26
2001,10,17,23.44,26.01,24.73,26.52,-269.45,28.28,24.58,100.92,3.77,4.84,3.1,1.74,192.69,4.67,17.94,85.94,7.82
2001,10,18,23,26.5,24.75,27.29,-268.99,28.9,24.75,100.84,2.8,3.71,1.98,1.73,187.81,3.46,17.52,81.5,1.43
2001,10,19,23.23,26.69,24.95,27.45,-268.38,29.29,24.51,100.67,2.66,3.63,1.73,1.9,193.31,3.21,17.76,81.75,0.5
2001,10,20,23.56,26.73,25.14,27.42,-268.95,29.12,24.92,100.69,3.13,3.73,2.52,1.21,183.56,3.83,18.13,83.12,1.08
2001,10,21,23.61,26.93,25.27,27.55,-268.92,29.38,25.15,100.7,3.34,4.36,2.37,1.99,199.06,4.05,18.19,82.44,1.95
2001,10,22,24.08,26.55,25.31,26.98,-270.1,28.44,25.4,100.74,4.24,4.87,3.65,1.22,206.31,5.23,18.68,86.44,6.27
2001,10,23,23.94,25.96,24.95,26.58,-270.92,27.34,25.12,100.85,4.11,4.94,3.48,1.46,205.12,5.05,18.55,88.75,4.68
2001,10,24,23.89,26.57,25.23,27.5,-269.45,28.76,25.06,100.9,3.62,4.22,3.12,1.1,188.62,4.38,18.49,85.5,2.14
2001,10,25,23.83,26.64,25.24,27.55,-269.31,28.85,25.02,100.77,3.35,4.14,2.77,1.38,201.44,4.07,18.43,84.88,1.2
2001,10,26,23.72,26.69,25.2,27.55,-269.47,28.9,25.23,100.74,3.73,4.23,3.03,1.2,210.12,4.55,18.31,84.19,2.13
2001,10,27,23.44,26.66,25.05,27.52,-269.08,29.06,24.99,100.85,3.5,4.28,2.33,1.95,212.44,4.27,18.01,82.94,1.66
2001,10,28,23.34,26.84,25.09,27.78,-268.52,29.64,25.01,100.91,3.59,4.27,2.23,2.03,211.5,4.32,17.88,81.69,2.28
2001,10,29,23.38,26.73,25.05,27.58,-268.95,29.18,24.98,100.92,3.96,4.79,3.16,1.63,209.81,4.78,17.88,82.31,3.33
2001,10,30,23.51,26.65,25.08,27.49,-269.54,28.8,25.19,100.9,3.66,4.23,3.25,0.98,204.75,4.46,18.07,83.25,5.32
2001,10,31,23.22,26.35,24.78,27.34,-269.71,28.38,24.94,100.91,3.44,4.12,2.68,1.44,192.62,4.16,17.7,83.25,3.31
2001,11,1,23.01,26.62,24.82,27.71,-268.92,29.09,24.87,100.85,2.62,3.66,1.55,2.11,157.44,3.2,17.52,81,1.43
2001,11,2,23.26,27.16,25.22,28.07,-268.45,29.93,25.23,100.78,2.34,3.41,0.95,2.47,163.62,2.83,17.82,79.88,0.1
2001,11,3,23.71,27.09,25.4,27.91,-268.88,29.73,25.45,100.76,3.16,4.46,1.91,2.55,187.94,3.78,18.31,82.31,0.45
2001,11,4,23.71,27.05,25.38,28.02,-268.81,29.6,25.26,100.73,3.88,4.94,2.76,2.18,206.56,4.66,18.31,82.44,0.41
2001,11,5,23.66,27.38,25.52,28.21,-268.68,30.01,25.54,100.76,3.17,3.88,1.69,2.2,198.62,3.82,18.25,80.75,0.37
2001,11,6,24.05,27.01,25.52,27.79,-269.94,28.86,25.65,100.85,3.03,3.74,2.09,1.66,195.31,3.63,18.68,84.12,0.61
2001,11,7,23.87,26.55,25.21,27.62,-270.63,28.08,25.56,100.93,3.73,4.12,3.3,0.83,199.75,4.43,18.43,85.38,1.54
2001,11,8,24.05,27.11,25.58,28.08,-269.34,29.51,25.7,100.89,3.58,4.9,2.31,2.59,207.94,4.29,18.68,83.75,2.82
2001,11,9,23.95,26.83,25.39,27.89,-269.39,29.14,25.38,100.81,3.95,4.45,3.58,0.88,209.12,4.77,18.55,84.69,2.17
2001,11,10,23.9,26.61,25.26,27.57,-269.8,28.56,25.21,100.84,3.62,3.91,3.38,0.53,207.94,4.41,18.49,85.44,3.04
2001,11,11,23.66,26.12,24.89,27.08,-271.1,27.24,25.19,101,3.39,4.42,2.45,1.98,200.88,4.15,18.19,86.5,3.26
2001,11,12,23.66,26.32,24.99,27.4,-269.73,28.37,24.96,101.03,3.34,4.08,2.68,1.4,213.56,4.02,18.19,85.62,1.82
2001,11,13,23.57,26.55,25.06,27.21,-270.11,28.46,25.42,100.82,3.32,4.19,1.99,2.2,226.12,4.13,18.13,83.94,4.81
2001,11,14,24.18,26.77,25.48,27.61,-269.74,28.89,25.48,100.72,4.16,4.65,3.83,0.82,207.81,5.09,18.86,86,1.85
2001,11,15,23.56,26.85,25.2,27.97,-269.21,29.12,25.19,100.83,3.43,3.93,2.58,1.34,190.31,4.14,18.13,82.62,0.9
2001,11,16,23.58,27.18,25.37,28.19,-268.66,29.76,25.26,100.9,2.84,4.11,1.84,2.27,191.94,3.41,18.13,81.06,1.49
2001,11,17,24.02,27.16,25.59,27.76,-270.17,28.79,25.8,100.86,2.91,3.47,1.99,1.48,201,3.55,18.62,83.19,0.92
2001,11,18,24.05,27.33,25.69,28.06,-268.79,29.87,25.51,100.79,3.09,3.8,2.07,1.73,202.06,3.73,18.68,82.75,0.58
2001,11,19,24.07,27.33,25.7,28.11,-269.31,29.62,25.79,100.78,3.57,4.09,2.73,1.36,195.62,4.36,18.68,82.81,1.14
2001,11,20,23.93,27.15,25.54,27.97,-269.54,29.3,25.69,100.81,3.24,3.58,2.84,0.73,190.94,3.92,18.55,83,1.28
2001,11,21,23.69,27.22,25.45,28.19,-268.69,29.81,25.34,100.85,3.02,4.16,1.79,2.37,178.62,3.61,18.25,81.69,0.46
2001,11,22,23.15,26.58,24.87,27.58,-270.29,28.37,25.51,100.88,2.84,3.28,1.86,1.42,162.81,3.45,17.7,81.88,1.09
2001,11,23,23.19,26.9,25.05,27.75,-269.35,29.15,25.35,100.72,3.17,4.06,1.84,2.23,173.06,3.8,17.76,80.56,0.82
2001,11,24,23.4,26.63,25.01,27.54,-270.35,28.25,25.46,100.68,2.62,2.91,2.38,0.52,177.75,3.2,17.94,82.62,1.64
2001,11,25,23.81,27.19,25.51,28.1,-268.48,29.87,25.19,100.59,3.09,4.34,1.82,2.52,199.38,3.73,18.43,82.25,1.58
2001,11,26,24.05,27.21,25.63,27.93,-269.56,29.27,25.68,100.53,3.41,3.97,2.73,1.24,213.5,4.2,18.74,83.19,2.47
2001,11,27,24.14,27.16,25.65,27.75,-269.95,29.01,25.8,100.59,3.2,3.68,2.6,1.07,205.12,3.95,18.8,83.81,1.3
2001,11,28,24.01,27.51,25.76,28.13,-269.2,29.84,25.9,100.66,3.11,3.63,2.25,1.38,203.75,3.83,18.68,81.62,1.19
2001,11,29,24.08,27.56,25.82,28.3,-268.39,30.33,25.58,100.64,3.69,4.74,2.43,2.3,211.88,4.47,18.74,81.94,1.38
2001,11,30,24.4,27.21,25.8,27.98,-269.95,29.12,25.92,100.68,4.07,4.7,2.88,1.82,209.88,4.98,19.1,84.88,2.43
2001,12,1,24.4,27.33,25.87,28.05,-269.96,29.31,26.13,100.68,3.19,3.75,2.69,1.07,201.31,3.95,19.1,84.31,1.1
2001,12,2,23.08,27.33,25.2,27.83,-269.1,29.69,25.64,100.65,2.3,3.4,0.73,2.66,158.69,2.84,17.76,78.75,0.87
2001,12,3,23.19,26.61,24.9,27.65,-269.48,28.58,24.9,100.62,2.25,3.29,0.57,2.72,210.88,2.72,17.76,82.25,0.38
2001,12,4,23.69,27.39,25.55,28.55,-268.19,30.15,25.19,100.56,2.57,3.66,1.1,2.55,170.06,3.11,18.31,80.94,0.22
2001,12,5,23.99,27.5,25.75,28.64,-268.7,30.16,25.71,100.66,2.8,4.32,1.55,2.77,171.94,3.32,18.68,81.88,0.16
2001,12,6,23.54,27.73,25.63,28.69,-267.83,30.92,25.61,100.74,2.84,4.62,0.77,3.86,222.81,3.48,18.13,79,0.57
2001,12,7,23.62,27.4,25.51,28.61,-268.35,30.18,25.37,100.61,3.29,4.42,2.2,2.22,202.19,3.95,18.25,80.81,0.32
2001,12,8,23.06,27.75,25.4,28.87,-267.58,30.95,25.38,100.5,2.84,4.84,0.69,4.15,197.31,3.4,17.7,77,0.32
2001,12,9,23.41,27.39,25.4,28.44,-269.1,29.69,25.65,100.57,3,3.59,2.32,1.28,160.81,3.62,18.01,79.44,0.48
2001,12,10,23.55,27.92,25.73,28.66,-269.03,30.4,26.3,100.73,2.93,3.85,2.4,1.45,154.75,3.56,18.13,77.62,0.61
2001,12,11,23.84,27.56,25.7,28.4,-269.15,29.84,25.85,100.71,3.41,5.35,2.52,2.83,223,4.11,18.49,80.69,0.92
2001,12,12,22.78,27.74,25.26,28.47,-268.06,30.76,25.68,100.63,4.67,5.75,3.55,2.2,257.38,5.77,17.4,75.62,0.34
2001,12,13,21.96,27.08,24.52,28.33,-266.29,30.57,23.71,100.59,4.04,5.51,3.16,2.35,233.69,4.81,16.66,74.38,0.46
2001,12,14,24.37,27.76,26.06,28.83,-268.63,30.38,25.87,100.66,3.27,3.91,1.98,1.94,193.81,3.91,19.1,82.5,0.29
2001,12,15,24.21,27.61,25.9,28.68,-268.7,30.24,25.79,100.72,3.03,3.93,2.13,1.79,164.56,3.66,18.86,82.31,0.2
2001,12,16,24.06,27.58,25.83,28.48,-268.62,30.21,25.68,100.69,3.12,4.42,1.86,2.56,175.75,3.73,18.74,81.75,0.36
2001,12,17,23.8,28.08,25.94,28.6,-268.49,30.9,26.25,100.66,2.85,4.41,1.54,2.87,180.25,3.46,18.43,78.25,0.05
2001,12,18,24.48,27.92,26.2,28.55,-269.11,30.27,26.23,100.66,3.34,4.37,2.77,1.6,189.62,4.07,19.17,81.94,0.08
2001,12,19,24.49,28.06,26.28,28.78,-269.44,30.33,26.62,100.69,3.36,3.89,2.87,1.02,194.69,4.09,19.23,81.38,0.07
2001,12,20,24.21,28.19,26.2,28.9,-268.25,30.94,26.05,100.71,3.3,4.64,2.29,2.35,210.69,3.96,18.86,79.62,0.19
2001,12,21,24.51,27.98,26.24,28.58,-269.35,30.16,26.36,100.74,3.3,3.78,2.8,0.98,201.88,4.02,19.23,81.81,0.17
2001,12,22,24.82,28.3,26.55,28.94,-268.51,30.95,26.31,100.73,3.2,4.15,2.11,2.04,196.25,3.84,19.59,82.19,0.34
2001,12,23,24.91,27.96,26.44,28.62,-269.56,30.12,26.52,100.8,3.15,3.77,2.25,1.52,199.81,3.82,19.65,83.94,0.36
2001,12,24,24.87,27.84,26.36,28.51,-269.34,30.19,26.38,100.86,2.73,3.74,1.43,2.3,198.81,3.32,19.65,84.44,0.2
2001,12,25,24.7,28.11,26.4,28.84,-267.98,31.15,25.98,100.78,2.84,4.52,1.17,3.34,177.88,3.4,19.47,82.69,0.1
2001,12,26,24.26,27.98,26.12,28.76,-268.38,30.72,25.95,100.71,3.1,4.29,1.77,2.52,200.88,3.72,18.92,81.06,0.13
2001,12,27,24.05,27.86,25.95,28.66,-268.57,30.51,25.94,100.75,3.01,3.8,2.13,1.66,185.19,3.65,18.68,80.38,0.07
2001,12,28,24.1,28.09,26.1,28.76,-268.79,30.6,26.24,100.86,3.49,4.32,2.88,1.44,198.12,4.26,18.74,79.5,0.15
2001,12,29,24.15,28.1,26.12,28.62,-269.09,30.43,26.37,100.83,3.75,4.62,2.94,1.69,214.75,4.6,18.8,79.62,0.33
2001,12,30,24.42,28,26.21,28.56,-269.2,30.26,26.33,100.73,4.18,4.88,3.41,1.47,212.5,5.1,19.1,81.44,0.23
2001,12,31,24.33,27.99,26.15,28.67,-269.12,30.33,26.3,100.71,3.48,4.07,2.7,1.37,183.06,4.24,19.04,81,0.25
2002,1,1,24.5,27.89,26.19,28.55,-268.83,30.37,26.05,100.72,2.94,3.75,1.85,1.91,185.19,3.55,19.23,82.38,3.9
2002,1,2,24.23,27.51,25.87,28.09,-270.17,29.26,26.28,100.77,2.68,3.12,1.74,1.38,196.31,3.33,18.86,82.56,2.27
2002,1,3,24.07,27.49,25.78,28.01,-269.7,29.39,25.94,100.77,2.78,3.44,2.17,1.27,217.06,3.52,18.68,82,2.24
2002,1,4,24.55,27.58,26.07,28.01,-269.63,29.48,25.97,100.7,3.09,3.6,2.56,1.05,218.75,3.9,19.29,83.94,3.38
2002,1,5,24.86,27.4,26.13,27.88,-269.76,29.36,25.97,100.6,3.55,4.12,3.01,1.11,211.44,4.44,19.65,86.31,5.53
2002,1,6,24.01,26.83,25.42,27.32,-270.43,28.26,25.54,100.65,3.83,4.48,3.23,1.24,213.88,4.75,18.68,84.88,6.5
2002,1,7,23.01,26.66,24.83,27.64,-268.95,29.09,24.9,100.57,2.94,4.1,2.09,2.02,164.44,3.61,17.58,80.94,0.82
2002,1,8,23.64,26.75,25.19,27.35,-269.77,28.6,25.23,100.62,2.41,3.02,2.02,1.01,118.75,3.09,18.25,83.38,3.48
2002,1,9,23.9,27.36,25.63,27.62,-268.01,30.52,25.38,100.67,2.17,3.65,0.28,3.37,111.88,2.81,18.55,82.38,1.3
2002,1,10,23.39,26.67,25.03,27.03,-269.43,28.87,25.15,100.87,3,4.38,2.44,1.94,148.31,3.7,17.94,82.94,0.08
2002,1,11,20.59,26.86,23.73,26.94,-268.39,29.58,24.81,100.93,1.34,2.33,0.75,1.59,140.75,1.69,15.2,69.88,0.05
2002,1,12,16.29,25.45,20.87,25.82,-267.67,28.56,23.08,100.91,4.66,7.64,2.03,5.61,111.12,5.85,11.9,60.06,0
2002,1,13,20.15,25.94,23.05,26.46,-267.55,29.07,23.47,100.88,2.91,3.46,2.1,1.36,88.94,3.52,14.77,72.12,0
2002,1,14,19.23,26.66,22.94,26.79,-266.62,30.25,23.71,100.79,2.32,3.3,0.83,2.48,69.38,2.77,14.04,65.62,0
2002,1,15,19.38,26.51,22.95,26.76,-267.37,29.98,24.2,100.7,1.75,3.09,0.72,2.37,135.25,2.16,14.16,66.56,0
2002,1,16,20.49,26.28,23.38,26.81,-267.59,29.58,24.01,100.69,2.23,3.32,0.9,2.43,169.81,2.73,15.08,71.69,0
2002,1,17,20.35,26.49,23.42,26.94,-267.6,29.74,24.2,100.65,2.01,2.81,1.09,1.72,161.31,2.45,14.95,70,0
2002,1,18,21.47,26.98,24.23,27.45,-267.08,30.44,24.37,100.6,2.33,3.64,0.77,2.88,172.75,2.84,16.05,73.06,0
2002,1,19,23.01,27.03,25.01,27.7,-267.29,30.47,24.6,100.6,3.53,4.89,1.79,3.1,225,4.27,17.64,80.06,0.02
2002,1,20,23.24,26.62,24.94,27.08,-269.67,28.62,25.13,100.75,4.45,5.84,3.77,2.08,244.62,5.45,17.82,82.19,0.21
2002,1,21,23.13,27.33,25.23,27.83,-267.31,30.98,25.13,100.78,3.08,4.59,0.68,3.91,231.25,3.77,17.76,79.31,0.24
2002,1,22,24.32,27.24,25.78,27.58,-269.36,29.49,25.7,100.81,3.66,4.81,2.46,2.34,227.25,4.48,18.98,84.69,0.19
2002,1,23,24.05,27.31,25.68,27.75,-269.25,29.72,25.82,100.86,3.66,4.66,2.94,1.72,222.44,4.48,18.68,82.94,0.22
2002,1,24,23.84,27.44,25.65,28.04,-268.47,30.28,25.6,100.89,3.55,5.2,2.1,3.1,218.81,4.27,18.49,81.62,0.42
2002,1,25,24.01,27.12,25.57,27.83,-269.31,29.3,25.47,100.9,3.19,4.4,2.13,2.27,209.5,3.82,18.62,83.69,0.34
2002,1,26,23.43,27.54,25.48,28.15,-268.16,30.51,25.51,100.83,2.49,4.16,0.48,3.68,171,3.01,18.01,79.38,0.04
2002,1,27,23.23,27.26,25.24,27.79,-268.38,29.97,25.19,100.8,2.48,3.8,0.63,3.17,185.19,2.98,17.82,79.69,0.01
2002,1,28,23.33,27.25,25.29,27.84,-267.9,30.43,25.18,100.76,2.64,4.05,0.86,3.19,159.69,3.19,17.94,80.31,0.04
2002,1,29,23.26,27.15,25.21,27.76,-268.08,30.23,25.16,100.82,2.9,4.6,0.7,3.91,146.69,3.59,17.82,80.31,0.09
2002,1,30,22.87,26.85,24.87,27.58,-267.82,30,24.67,100.89,2.68,4.34,0.66,3.69,165.25,3.2,17.46,80.12,0.04
2002,1,31,22.55,27.07,24.8,27.69,-268.06,29.94,24.84,100.81,2.18,3.13,1.44,1.7,157.44,2.71,17.15,77.69,0
2002,2,1,21.69,26.85,24.27,27.51,-267.74,30.28,24.87,100.74,2.31,3.7,0.62,3.08,143,2.89,16.36,75.31,0
2002,2,2,21.34,27.06,24.2,27.5,-267.07,30.54,24.46,100.81,2.47,3.66,0.55,3.11,147.38,3.09,15.93,72.44,0
2002,2,3,21.69,27.43,24.56,27.95,-266.29,31.41,24.55,100.79,2.54,3.91,0.01,3.91,193.38,3.13,16.36,73.44,0
2002,2,4,23.2,27.54,25.37,28.28,-266.12,31.8,24.76,100.72,3.74,5.56,1.87,3.7,223.06,4.49,17.88,79.19,0
2002,2,5,23.27,27.87,25.57,28.48,-266.7,31.84,25.4,100.67,4.7,5.96,3.09,2.88,225.69,5.67,17.94,77.69,0.01
2002,2,6,23.39,27.97,25.68,28.59,-267.81,31.24,25.9,100.71,4.9,6.45,3.59,2.87,216.44,5.91,18.01,77.25,0.02
2002,2,7,23.72,27.92,25.82,28.53,-268.08,30.93,25.86,100.73,4.31,5.19,3.52,1.68,214.88,5.2,18.37,78.81,0.1
2002,2,8,24.08,27.9,25.99,28.51,-268.06,30.92,25.83,100.69,3.52,4.84,2.23,2.61,218.69,4.19,18.8,80.62,0.21
2002,2,9,24.29,27.79,26.04,28.33,-268.74,30.43,26.01,100.59,3.35,4.45,1.81,2.64,210.5,3.99,19.04,81.94,0.34
2002,2,10,24.01,28.22,26.12,28.64,-267.88,31.35,26.08,100.62,3.45,4.84,1.73,3.12,230.12,4.16,18.74,79.25,0.52
2002,2,11,23.91,28.09,26.01,28.92,-267.95,31.34,26.15,100.68,4.26,5.69,2.89,2.8,221.25,5.04,18.62,79.25,0.56
2002,2,12,23.4,28,25.69,29.05,-268.63,30.73,26.23,100.79,3.28,4.44,2.01,2.43,195.25,3.8,18.01,76.88,0.27
2002,2,13,23.55,28.07,25.81,29.05,-268.2,30.95,26.01,100.75,2.8,4.54,1.77,2.77,162.31,3.27,18.19,77.25,0.13
2002,2,14,23.63,28.17,25.9,29.3,-268.46,30.9,26.22,100.76,3.32,5.1,2.11,2.99,187.62,3.88,18.25,77.12,0.09
2002,2,15,23.77,28.41,26.09,29.33,-267.93,31.48,26.26,100.79,4.1,5.88,2.91,2.97,204.81,4.88,18.37,76.81,0.12
2002,2,16,23.94,28.52,26.23,29.26,-268.33,31.32,26.51,100.77,3.79,5.16,2.8,2.36,203.38,4.53,18.55,76.88,0.47
2002,2,17,24.25,28.36,26.3,29.04,-269.1,30.76,26.71,100.83,4.35,5.23,3.84,1.39,205.19,5.23,18.92,78.94,0.9
2002,2,18,24.48,27.98,26.23,28.51,-270.46,29.55,26.86,100.78,3.2,4.21,1.8,2.42,199.44,3.84,19.17,81.56,0.31
2002,2,19,24.4,28.26,26.33,29.12,-268.51,31.01,26.37,100.74,3.76,4.96,2.66,2.3,203.44,4.47,19.1,80.31,0.23
2002,2,20,24.68,28.46,26.57,29.08,-268.97,30.9,26.73,100.73,4.48,5.85,3.39,2.46,207.94,5.39,19.41,80.5,2.64
2002,2,21,23.5,28.33,25.92,29.14,-268.93,30.87,26.65,100.61,3.84,5.96,2.62,3.34,187,4.57,18.13,75.38,1.5
2002,2,22,24.77,28.12,26.45,28.87,-269.47,30.12,26.44,100.5,3.43,4.47,2.78,1.69,210.81,4.09,19.59,82.38,1.71
2002,2,23,25.08,28.58,26.83,29.43,-268.97,31.02,26.84,100.6,3.84,4.91,2.38,2.53,220.31,4.57,19.96,81.94,2.35
2002,2,24,25.18,28.44,26.8,28.9,-269.52,30.54,26.9,100.62,4.95,5.98,3.57,2.41,235.5,6.09,20.02,83,4.39
2002,2,25,24.01,28.76,26.38,29.44,-269.27,30.98,27.1,100.67,4.56,5.56,3.28,2.28,208,5.54,18.68,76.06,0.62
2002,2,26,24.09,28.63,26.36,29.43,-269.02,31,26.87,100.66,4.78,5.58,4.17,1.41,225.19,5.81,18.8,77.06,1.99
2002,2,27,24.59,28.15,26.37,29.26,-269.21,30.58,26.65,100.63,4.64,5.47,3.34,2.12,221,5.48,19.35,81.56,1.53
2002,2,28,24.65,27.96,26.3,28.86,-270.14,29.64,26.63,100.56,3.6,4.51,2.89,1.62,218.44,4.32,19.41,82.62,1.75
2002,3,1,24.53,28.05,26.29,29.06,-269.37,30.36,26.58,100.6,4.08,5,2.73,2.27,207.94,4.84,19.29,81.69,1.24
2002,3,2,24.26,27.98,26.12,28.87,-269.35,30.34,26.55,100.59,3.86,4.6,3.09,1.51,204.88,4.62,18.98,80.62,1.54
2002,3,3,24.42,27.97,26.19,28.71,-269.06,30.44,26.34,100.53,3.68,5.2,2.06,3.14,204.38,4.38,19.17,81.56,1.36
2002,3,4,24.4,28.15,26.27,28.83,-268.33,31.1,26.28,100.45,4.77,6.26,3.68,2.59,222.31,5.7,19.17,80.81,1.11
2002,3,5,24.69,28.48,26.58,29.17,-268.34,31.4,26.58,100.43,5.25,6.7,3.92,2.79,220.75,6.31,19.47,80.62,1.41
2002,3,6,24.7,28.3,26.5,28.93,-269.27,30.65,26.76,100.54,5.22,5.72,4.66,1.05,219.62,6.32,19.47,81.31,1.49
2002,3,7,24.86,28.12,26.49,28.55,-269.52,30.2,26.58,100.63,4.38,4.87,4.05,0.82,223.69,5.41,19.65,82.81,5.66
2002,3,8,25.23,28.15,26.69,28.46,-270,29.97,26.83,100.65,4.62,5.33,3.94,1.39,225,5.74,20.08,84.44,5.38
2002,3,9,25.53,27.98,26.76,28.33,-270.75,29.4,27,100.67,4.76,5.71,3.73,1.98,233.31,5.93,20.45,86.62,16.06
2002,3,10,24.66,27.35,26.01,28.12,-270.76,28.69,26.3,100.75,3.47,4.01,2.95,1.05,217.75,4.23,19.41,85.44,5.53
2002,3,11,24.67,27.4,26.04,28.08,-269.99,29.32,26.15,100.79,3.46,3.8,3.16,0.64,217.94,4.28,19.41,85.38,4.56
2002,3,12,24.19,27.9,26.05,28.57,-268.9,30.38,26.13,100.72,3.48,4.07,2.66,1.4,213.69,4.3,18.86,80.69,3.56
2002,3,13,24.53,28.07,26.3,28.75,-268.7,30.75,26.3,100.66,3.59,4.67,2.73,1.93,213,4.34,19.23,81.56,1.59
2002,3,14,24.84,27.9,26.37,28.28,-268.91,30.37,26.14,100.58,4.31,5.28,3.55,1.73,230.25,5.34,19.65,84,3.19
2002,3,15,25.11,27.8,26.45,28.01,-269.74,30.01,26.59,100.58,4.98,5.74,4.38,1.36,225.25,6.25,19.96,85.62,4.11
